id;nama;link
735;Mikemon;https://wikimon.net/images/thumb/e/e7/Mikemon.jpg/120px-Mikemon.jpg
736;Millenniumon;https://wikimon.net/images/thumb/8/8a/Millenniumon.jpg/120px-Millenniumon.jpg
737;Minervamon;https://wikimon.net/images/thumb/c/c7/Minervamon.jpg/120px-Minervamon.jpg
738;Minervamon X-Antibody;https://wikimon.net/images/thumb/6/6f/Minervamonx.jpg/120px-Minervamonx.jpg
739;Minidekachimon;https://wikimon.net/images/9/92/Minidekachimon.jpg
740;Minomon;https://wikimon.net/images/thumb/b/ba/Minomon.jpg/120px-Minomon.jpg
741;Minotaurmon;https://wikimon.net/images/thumb/f/fd/Minotaurmon.jpg/120px-Minotaurmon.jpg
742;Minotaurmon Adult;https://wikimon.net/images/thumb/f/fd/Minotaurmon.jpg/120px-Minotaurmon.jpg
743;Mirage Gaogamon;https://wikimon.net/images/thumb/1/18/Miragegaogamon.jpg/120px-Miragegaogamon.jpg
744;Mirage Gaogamon: Burst Mode;https://wikimon.net/images/thumb/8/86/Miragegaogamon_burst.jpg/120px-Miragegaogamon_burst.jpg
745;Mirror Ballmon;https://wikimon.net/images/thumb/6/61/Digimon_noimage.jpg/120px-Digimon_noimage.jpg
746;Missimon;https://wikimon.net/images/thumb/2/29/Missimon.jpg/120px-Missimon.jpg
747;Mistymon;https://wikimon.net/images/thumb/6/68/Mistymon2.jpg/120px-Mistymon2.jpg
748;Mochimon;https://wikimon.net/images/thumb/2/29/Mochimon.jpg/120px-Mochimon.jpg
749;Modoki Betamon;https://wikimon.net/images/thumb/3/3f/Modokibetamon.jpg/120px-Modokibetamon.jpg
750;Mojyamon;https://wikimon.net/images/thumb/8/83/Mojyamon.jpg/120px-Mojyamon.jpg
751;Mokumon;https://wikimon.net/images/thumb/3/34/Mokumon.jpg/120px-Mokumon.jpg
752;Monimon;https://wikimon.net/images/thumb/2/29/Monimon.jpg/120px-Monimon.jpg
753;Monitamon;https://wikimon.net/images/thumb/8/8c/Monitamon.jpg/120px-Monitamon.jpg
754;Monochromon;https://wikimon.net/images/thumb/1/16/Monochromon.jpg/120px-Monochromon.jpg
755;Monochromon X-Antibody;https://wikimon.net/images/thumb/8/8c/Monochromonx.jpg/120px-Monochromonx.jpg
756;Monodramon;https://wikimon.net/images/thumb/1/1d/Monodramon.jpg/120px-Monodramon.jpg
757;Monzaemon;https://wikimon.net/images/thumb/5/5f/Monzaemon.jpg/120px-Monzaemon.jpg
758;Moon Millenniumon;https://wikimon.net/images/thumb/a/a3/Moonmillenniumon.jpg/120px-Moonmillenniumon.jpg
759;Moonmon;https://wikimon.net/images/thumb/8/8d/Moonmon.jpg/120px-Moonmon.jpg
760;Moosemon;https://wikimon.net/images/thumb/9/98/Moosemon.jpg/120px-Moosemon.jpg
761;Mori Shellmon;https://wikimon.net/images/thumb/e/ed/Morishellmon.jpg/120px-Morishellmon.jpg
762;Mothmon;https://wikimon.net/images/thumb/9/9c/Mothmon.jpg/120px-Mothmon.jpg
763;Muchomon;https://wikimon.net/images/thumb/f/f0/Muchomon.jpg/120px-Muchomon.jpg
764;Mugendramon;https://wikimon.net/images/thumb/c/c1/Mugendramon.jpg/120px-Mugendramon.jpg
765;Mummymon;https://wikimon.net/images/thumb/1/14/Mummymon.jpg/120px-Mummymon.jpg
766;Murmukusmon;https://wikimon.net/images/thumb/1/12/Murmukusmon.jpg/120px-Murmukusmon.jpg
767;Mush-Upped Mach Leomon;https://wikimon.net/images/thumb/3/35/Mush-Upped_Mach_Leomon.jpg/52px-Mush-Upped_Mach_Leomon.jpg
768;Mushmon;https://wikimon.net/images/thumb/d/d5/Mushmon2.jpg/120px-Mushmon2.jpg
769;Muso Knightmon;https://wikimon.net/images/thumb/3/3f/Musoknightmon.jpg/120px-Musoknightmon.jpg
770;Musyamon;https://wikimon.net/images/thumb/e/eb/Musyamon2.jpg/120px-Musyamon2.jpg
771;Nanimon;https://wikimon.net/images/thumb/e/e5/Nanimon.jpg/120px-Nanimon.jpg
772;Nanomon;https://wikimon.net/images/thumb/7/7f/Nanomon.jpg/120px-Nanomon.jpg
773;Neamon;https://wikimon.net/images/thumb/2/26/Neamon.jpg/120px-Neamon.jpg
774;Nefertimon;https://wikimon.net/images/thumb/c/c8/Nefertimon.jpg/120px-Nefertimon.jpg
775;Nefertimon X-Antibody;https://wikimon.net/images/thumb/b/b4/Nefertimonx.jpg/120px-Nefertimonx.jpg
776;Nene Luminamon;https://wikimon.net/images/thumb/c/ce/Luminamon.png/63px-Luminamon.png
777;Nene Shademon;https://wikimon.net/images/thumb/d/d9/Nene_shademon.png/120px-Nene_shademon.png
778;Neo Devimon;https://wikimon.net/images/thumb/e/e0/Neodevimon2.jpg/120px-Neodevimon2.jpg
779;Neo Vamdemon;https://wikimon.net/images/thumb/1/16/Neovamdemon.jpg/120px-Neovamdemon.jpg
780;Neo Vamdemon + Devimon + Lady Devimon;https://wikimon.net/images/thumb/6/6e/Neovamdemon_devimon_ladydevimon.jpg/120px-Neovamdemon_devimon_ladydevimon.jpg
781;Neo Vamdemon Darkness Mode;https://wikimon.net/images/thumb/7/79/Neovamdemon_darkness.png/120px-Neovamdemon_darkness.png
782;Neo Vamdemon Darkness M. + Shoutmon;https://wikimon.net/images/thumb/5/5a/NeoVamdemon_Darkness_Mode_%2B_Shoutmon_%2B_Lopmon.jpg/120px-NeoVamdemon_Darkness_Mode_%2B_Shoutmon_%2B_Lopmon.jpg
783;Neptunemon;https://wikimon.net/images/thumb/5/56/Neptunemon.jpg/120px-Neptunemon.jpg
784;Nise Agumon Hakase;https://wikimon.net/images/thumb/5/51/Niseagumon_hakase.jpg/120px-Niseagumon_hakase.jpg
785;Nise Drimogemon;https://wikimon.net/images/thumb/d/d7/Nisedrimogemon.jpg/120px-Nisedrimogemon.jpg
786;Nohemon;https://wikimon.net/images/thumb/c/c8/Nohemon.jpg/120px-Nohemon.jpg
787;Numemon;https://wikimon.net/images/thumb/1/1f/Numemon.jpg/120px-Numemon.jpg
788;Nyaromon;https://wikimon.net/images/thumb/b/bc/Nyaromon.jpg/120px-Nyaromon.jpg
789;Nyokimon;https://wikimon.net/images/thumb/e/e0/Nyokimon.jpg/120px-Nyokimon.jpg
790;Ochi Musyamon;https://wikimon.net/images/thumb/2/2a/Ochimusyamon.png/95px-Ochimusyamon.png
791;Octmon;https://wikimon.net/images/thumb/8/83/Octmon.jpg/120px-Octmon.jpg
792;Ofanimon;https://wikimon.net/images/thumb/a/a6/Ofanimon.jpg/120px-Ofanimon.jpg
793;Ofanimon Core;https://wikimon.net/images/thumb/4/4b/Spr_DS_Ophani_Core.png/86px-Spr_DS_Ophani_Core.png
794;Ofanimon: Falldown Mode;https://wikimon.net/images/thumb/f/f7/Ofanimon_falldown.jpg/120px-Ofanimon_falldown.jpg
795;Ogudomon;https://wikimon.net/images/thumb/d/de/Ogudomon.jpg/120px-Ogudomon.jpg
796;Ohakadamon;https://wikimon.net/images/1/1f/Ohakadamon.jpg
797;Okuwamon;https://wikimon.net/images/thumb/6/61/Okuwamon.jpg/120px-Okuwamon.jpg
798;Okuwamon X-Antibody;https://wikimon.net/images/thumb/f/fd/Ookuwamonx.jpg/120px-Ookuwamonx.jpg
799;Olegmon;https://wikimon.net/images/thumb/5/56/Olegmon.jpg/120px-Olegmon.jpg
800;Omega Armamon Burst Mode;https://wikimon.net/images/thumb/e/e8/Omegaarmamon_burst.jpg/120px-Omegaarmamon_burst.jpg
801;Omega Shoutmon;https://wikimon.net/images/thumb/6/62/Omegashoutmon.jpg/120px-Omegashoutmon.jpg
802;Omegamon;https://wikimon.net/images/thumb/7/78/Omegamon.jpg/120px-Omegamon.jpg
803;Omegamon Alter-B;https://wikimon.net/images/thumb/c/c3/Omegamon_alter-b.jpg/120px-Omegamon_alter-b.jpg
804;Omegamon Alter-S;https://wikimon.net/images/thumb/0/03/Omegamon_alter-s.jpg/120px-Omegamon_alter-s.jpg
805;Omegamon X-Antibody;https://wikimon.net/images/thumb/d/d7/Omegamonx.jpg/120px-Omegamonx.jpg
806;Omegamon Zwart;https://wikimon.net/images/thumb/0/04/Omegamon_zwart.jpg/120px-Omegamon_zwart.jpg
807;Omegamon Zwart D;https://wikimon.net/images/thumb/d/d9/Executor.jpg/116px-Executor.jpg
808;Omegamon: Merciful Mode;https://wikimon.net/images/thumb/1/1d/Omegamon_mm.jpg/120px-Omegamon_mm.jpg
809;Omekamon;https://wikimon.net/images/thumb/8/81/Omekamon.jpg/120px-Omekamon.jpg
810;Opossummon;https://wikimon.net/images/thumb/3/3b/Opossummon.jpg/120px-Opossummon.jpg
811;Orcamon;https://wikimon.net/images/thumb/1/14/Orcamon.jpg/120px-Orcamon.jpg
812;Ordinemon;https://wikimon.net/images/thumb/0/03/Ordinemon.jpg/120px-Ordinemon.jpg
813;Orgemon;https://wikimon.net/images/thumb/2/25/Orgemon.jpg/120px-Orgemon.jpg
814;Ornismon;https://wikimon.net/images/thumb/3/35/Ornismon2.jpg/120px-Ornismon2.jpg
815;Orochimon;https://wikimon.net/images/thumb/a/ac/Orochimon.jpg/120px-Orochimon.jpg
816;Otamamon;https://wikimon.net/images/thumb/7/7d/Otamamon2.jpg/120px-Otamamon2.jpg
817;Otamamon X-Antibody;https://wikimon.net/images/thumb/f/fd/Otamamonx.jpg/120px-Otamamonx.jpg
818;Otamamon (Red);https://wikimon.net/images/thumb/f/fe/Otamamon_red.jpg/120px-Otamamon_red.jpg
819;Ouryumon;https://wikimon.net/images/thumb/a/af/Ouryumon.jpg/120px-Ouryumon.jpg
820;Owlmon;https://wikimon.net/images/thumb/1/15/Owlmon.jpg/120px-Owlmon.jpg
821;Paamon;https://wikimon.net/images/thumb/2/25/Paamon.png/80px-Paamon.png
822;Pafumon;https://wikimon.net/images/thumb/e/e7/Pafumon.jpg/120px-Pafumon.jpg
823;Pagumon;https://wikimon.net/images/thumb/d/d0/Pagumon.jpg/120px-Pagumon.jpg
824;Paildramon;https://wikimon.net/images/thumb/b/b9/Paildramon.jpg/120px-Paildramon.jpg
825;Pajiramon;https://wikimon.net/images/thumb/8/88/Pajiramon.jpg/120px-Pajiramon.jpg
826;Paledramon;https://wikimon.net/images/thumb/d/d6/Paledramon.jpg/120px-Paledramon.jpg
827;Palmon;https://wikimon.net/images/thumb/6/61/Palmon.jpg/120px-Palmon.jpg
828;Palmon X-Antibody;https://wikimon.net/images/thumb/b/bd/Palmonx.jpg/120px-Palmonx.jpg
829;Panbachimon;https://wikimon.net/images/thumb/9/94/Panbachimon.jpg/120px-Panbachimon.jpg
830;Pandamon;https://wikimon.net/images/thumb/9/98/Pandamon2.jpg/120px-Pandamon2.jpg
831;Panimon;https://wikimon.net/images/thumb/c/c4/V-TamerHotBlooded_Panimon.jpg/120px-V-TamerHotBlooded_Panimon.jpg
832;Panjyamon;https://wikimon.net/images/thumb/8/80/Panjyamon.jpg/120px-Panjyamon.jpg
833;Panjyamon X-Antibody;https://wikimon.net/images/thumb/9/96/Panjamonx.jpg/120px-Panjamonx.jpg
834;Paomon;https://wikimon.net/images/thumb/6/6f/Paomon.jpg/120px-Paomon.jpg
835;Parallelmon;https://wikimon.net/images/thumb/8/8f/Parallelmon.jpg/120px-Parallelmon.jpg
836;Parasimon;https://wikimon.net/images/thumb/a/a9/Parasimon2.jpg/120px-Parasimon2.jpg
837;Parrotmon;https://wikimon.net/images/thumb/e/ed/Parrotmon.jpg/120px-Parrotmon.jpg
838;Patamon;https://wikimon.net/images/thumb/7/7d/Patamon.jpg/120px-Patamon.jpg
839;Pawn Chessmon (Black);https://wikimon.net/images/thumb/a/a5/Pawnchessmon_black.jpg/120px-Pawnchessmon_black.jpg
840;Pawn Chessmon (White);https://wikimon.net/images/thumb/b/b1/Pawnchessmon_white.jpg/120px-Pawnchessmon_white.jpg
841;Pawn Gaossmon;https://wikimon.net/images/thumb/7/7f/Pawngaossmon.png/120px-Pawngaossmon.png
842;Pawn Shoutmon;https://wikimon.net/images/thumb/a/ab/PawnShoutmon_Toei_Art.jpg/101px-PawnShoutmon_Toei_Art.jpg
843;Peacockmon;https://wikimon.net/images/thumb/e/e2/Peacockmon.jpg/120px-Peacockmon.jpg
844;Peckmon;https://wikimon.net/images/thumb/2/29/Peckmon3.jpg/120px-Peckmon3.jpg
845;Pegasmon;https://wikimon.net/images/thumb/9/98/Pegasmon.jpg/120px-Pegasmon.jpg
846;Penmon;https://wikimon.net/images/thumb/6/64/Penmon.jpg/120px-Penmon.jpg
847;Petaldramon;https://wikimon.net/images/thumb/a/a0/Petaldramon3.jpg/120px-Petaldramon3.jpg
848;Petermon;https://wikimon.net/images/thumb/8/8e/Petermon.jpg/120px-Petermon.jpg
849;Peti Meramon;https://wikimon.net/images/thumb/c/c6/Petimeramon.jpg/120px-Petimeramon.jpg
850;Petit Mamon;https://wikimon.net/images/thumb/a/af/Petitmamon.jpg/120px-Petitmamon.jpg
851;Petitmon;https://wikimon.net/images/thumb/4/41/Petitmon.jpg/120px-Petitmon.jpg
852;Pharaohmon;https://wikimon.net/images/thumb/5/5c/Pharaohmon.jpg/120px-Pharaohmon.jpg
853;Phascomon;https://wikimon.net/images/thumb/0/03/Phascomon.jpg/120px-Phascomon.jpg
854;Phelesmon;https://wikimon.net/images/thumb/2/2b/Phelesmon.jpg/120px-Phelesmon.jpg
855;Piccolomon;https://wikimon.net/images/thumb/e/e1/Piccolomon.jpg/120px-Piccolomon.jpg
856;Pickmon;https://wikimon.net/images/thumb/a/ad/Pickmon.jpg/120px-Pickmon.jpg
857;Pico Devimon;https://wikimon.net/images/thumb/d/d4/Picodevimon.jpg/120px-Picodevimon.jpg
858;Pidmon;https://wikimon.net/images/thumb/5/5a/Pidmon.jpg/120px-Pidmon.jpg
859;Piemon;https://wikimon.net/images/thumb/4/44/Piemon.jpg/120px-Piemon.jpg
860;Pile Volcamon;https://wikimon.net/images/thumb/1/12/Pilevolcamon.jpg/120px-Pilevolcamon.jpg
861;Pillomon;https://wikimon.net/images/thumb/0/0a/Pillomon.jpg/120px-Pillomon.jpg
862;Pinamon;https://wikimon.net/images/thumb/3/39/Pinamon.jpg/120px-Pinamon.jpg
863;Pinochimon;https://wikimon.net/images/thumb/8/8c/Pinochimon.jpg/120px-Pinochimon.jpg
864;Pipimon;https://wikimon.net/images/thumb/d/df/Pipimon.jpg/120px-Pipimon.jpg
865;Pipismon;https://wikimon.net/images/thumb/9/9a/Pipismon.jpg/120px-Pipismon.jpg
866;Pitchmon;https://wikimon.net/images/thumb/a/aa/Pitchmon.jpg/120px-Pitchmon.jpg
867;Piyomon;https://wikimon.net/images/thumb/d/d8/Piyomon.jpg/120px-Piyomon.jpg
868;Platinum Numemon;https://wikimon.net/images/thumb/b/bc/Platinumnumemon.jpg/120px-Platinumnumemon.jpg
869;Platinum Scumon;https://wikimon.net/images/thumb/8/82/Platinumscumon.jpg/120px-Platinumscumon.jpg
870;Plesiomon;https://wikimon.net/images/thumb/4/45/Plesiomon.jpg/120px-Plesiomon.jpg
871;Plesiomon X-Antibody;https://wikimon.net/images/thumb/f/f7/Plesiomonx.jpg/120px-Plesiomonx.jpg
872;Plotmon;https://wikimon.net/images/thumb/1/10/Plotmon.jpg/120px-Plotmon.jpg
873;Plotmon X-Antibody;https://wikimon.net/images/thumb/e/ef/Plotmonx.jpg/120px-Plotmonx.jpg
874;Plutomon;https://wikimon.net/images/thumb/d/d9/Plutomon2.jpg/120px-Plutomon2.jpg
875;Pokomon;https://wikimon.net/images/thumb/3/37/Pokomon2.jpg/120px-Pokomon2.jpg
876;Ponchomon;https://wikimon.net/images/thumb/c/c4/Ponchomon.jpg/120px-Ponchomon.jpg
877;Popomon;https://wikimon.net/images/thumb/0/06/Popomon.jpg/120px-Popomon.jpg
878;Porcupamon;https://wikimon.net/images/thumb/7/75/Porcupamon.jpg/120px-Porcupamon.jpg
879;Poromon;https://wikimon.net/images/thumb/5/58/Poromon.jpg/120px-Poromon.jpg
880;Poyomon;https://wikimon.net/images/thumb/8/80/Poyomon.jpg/120px-Poyomon.jpg
881;Prairiemon;https://wikimon.net/images/thumb/1/14/Prairiemon.jpg/120px-Prairiemon.jpg
882;Prince Mamemon;https://wikimon.net/images/thumb/7/75/Princemamemon.jpg/120px-Princemamemon.jpg
883;Prince Mamemon X-Antibody;https://wikimon.net/images/thumb/7/7a/Princemamemon_X.jpg/120px-Princemamemon_X.jpg
884;Proto Gizmon;https://wikimon.net/images/thumb/2/20/Proto_gizmon_crusader.jpg/120px-Proto_gizmon_crusader.jpg
885;Psychemon;https://wikimon.net/images/thumb/7/7e/Psychemon.jpg/120px-Psychemon.jpg
886;Pteranomon;https://wikimon.net/images/thumb/0/05/Pteranomon.jpg/120px-Pteranomon.jpg
887;Pteranomon X-Antibody;https://wikimon.net/images/thumb/7/74/Pteranomon_X.jpg/120px-Pteranomon_X.jpg
888;Pucchiemon;https://wikimon.net/images/thumb/f/f0/Pucchiemon.jpg/120px-Pucchiemon.jpg
889;Pucchiemon (Green);https://wikimon.net/images/thumb/9/9a/Pucchiemon_green.jpg/120px-Pucchiemon_green.jpg
890;Pukamon;https://wikimon.net/images/thumb/7/73/Pukamon.jpg/120px-Pukamon.jpg
891;Pukumon;https://wikimon.net/images/thumb/a/ae/Pukumon.jpg/120px-Pukumon.jpg
892;Pumpmon;https://wikimon.net/images/thumb/e/e6/Pumpmon.jpg/120px-Pumpmon.jpg
893;Punch Narabimon;https://wikimon.net/images/thumb/6/61/Digimon_noimage.jpg/120px-Digimon_noimage.jpg
894;Punimon;https://wikimon.net/images/thumb/a/a0/Punimon.jpg/120px-Punimon.jpg
895;Pupumon;https://wikimon.net/images/thumb/d/df/Pupumon.jpg/120px-Pupumon.jpg
896;Puroromon;https://wikimon.net/images/thumb/4/44/Puroromon.jpg/120px-Puroromon.jpg
897;Pururumon;https://wikimon.net/images/thumb/0/03/Pururumon.jpg/120px-Pururumon.jpg
898;Pusumon;https://wikimon.net/images/thumb/6/61/Digimon_noimage.jpg/120px-Digimon_noimage.jpg
899;Pusurimon;https://wikimon.net/images/thumb/e/e5/Busurimon.jpg/120px-Busurimon.jpg
900;Puttimon;https://wikimon.net/images/thumb/c/c4/Puttimon.jpg/120px-Puttimon.jpg
901;Puwamon;https://wikimon.net/images/thumb/3/38/Puwamon.jpg/120px-Puwamon.jpg
902;Pyocomon;https://wikimon.net/images/thumb/a/a4/Pyocomon.jpg/120px-Pyocomon.jpg
903;Qinglongmon;https://wikimon.net/images/thumb/2/2b/Qinglongmon.jpg/120px-Qinglongmon.jpg
904;Quartzmon;https://wikimon.net/images/thumb/9/98/Quartzmon.jpg/120px-Quartzmon.jpg
905;Queen Chessmon;https://wikimon.net/images/thumb/3/3c/Queenchessmon.jpg/120px-Queenchessmon.jpg
906;Rafflesimon;https://wikimon.net/images/thumb/c/c1/Rafflesimon.jpg/120px-Rafflesimon.jpg
907;Ragna Lordmon;https://wikimon.net/images/thumb/5/5f/Ragnaloardmon.jpg/120px-Ragnaloardmon.jpg
908;Ragnamon;https://wikimon.net/images/thumb/d/d6/Rangamon.png/120px-Rangamon.png
909;Raguelmon;https://wikimon.net/images/thumb/7/7e/Raguelmon2.jpg/120px-Raguelmon2.jpg
910;Raidenmon;https://wikimon.net/images/thumb/f/ff/Raidenmon.jpg/120px-Raidenmon.jpg
911;Raiji Ludomon;https://wikimon.net/images/thumb/9/92/Raijiludomon.jpg/120px-Raijiludomon.jpg
912;Raijinmon;https://wikimon.net/images/thumb/0/0a/Raijinmon.jpg/120px-Raijinmon.jpg
913;Rampage Greymon;https://wikimon.net/images/thumb/4/48/Rampagegreymon.png/81px-Rampagegreymon.png
914;Ranamon;https://wikimon.net/images/thumb/b/bd/Ranamon2.jpg/120px-Ranamon2.jpg
915;Rapidmon Armor;https://wikimon.net/images/thumb/7/7b/Rapidmon%28armor%29.jpg/120px-Rapidmon%28armor%29.jpg
916;Rapidmon Perfect;https://wikimon.net/images/thumb/2/23/Rapidmon.jpg/120px-Rapidmon.jpg
917;Raptor Sparrowmon;https://wikimon.net/images/thumb/f/f0/Raptor_sparrowmon.jpg/120px-Raptor_sparrowmon.jpg
918;Raptordramon;https://wikimon.net/images/thumb/4/49/Raptordramon.jpg/120px-Raptordramon.jpg
919;Raremon;https://wikimon.net/images/thumb/4/48/Raremon.jpg/120px-Raremon.jpg
920;Rare Star Sword;https://wikimon.net/images/thumb/2/29/Rare_star_sword.png/120px-Rare_star_sword.png
921;Rasielmon;https://wikimon.net/images/thumb/5/5d/Rasielmon.jpg/120px-Rasielmon.jpg
922;Ravmon;https://wikimon.net/images/thumb/b/b0/Ravmon.jpg/120px-Ravmon.jpg
923;Ravmon Burst Mode;https://wikimon.net/images/thumb/d/d5/Ravmon_burst.jpg/120px-Ravmon_burst.jpg
924;Red V-dramon;https://wikimon.net/images/1/13/Redv-dramon_battle_da02d1t.png
925;Red Vagimon;https://wikimon.net/images/thumb/3/3d/Redvagimon.jpg/120px-Redvagimon.jpg
926;Regulumon;https://wikimon.net/images/thumb/f/f1/Regulumon.jpg/120px-Regulumon.jpg
927;Raihimon;https://wikimon.net/images/thumb/0/0e/Raihimon.jpg/120px-Raihimon.jpg
928;Relemon;https://wikimon.net/images/thumb/e/ea/Relemon.jpg/120px-Relemon.jpg
929;Renamon;https://wikimon.net/images/thumb/4/46/Renamon.jpg/120px-Renamon.jpg
930;Renamon X-Antibody;https://wikimon.net/images/thumb/0/0f/Renamonx.jpg/120px-Renamonx.jpg
931;Reppamon;https://wikimon.net/images/thumb/5/56/Reppamon.jpg/120px-Reppamon.jpg
932;Reverse Weddinmon;https://wikimon.net/images/thumb/c/c9/Rebirthweddinmon.jpg/86px-Rebirthweddinmon.jpg
933;Revolmon;https://wikimon.net/images/thumb/f/f5/Revolmon.jpg/120px-Revolmon.jpg
934;Revolmon + Dorulu Cannon + Starmons;https://wikimon.net/images/thumb/d/d2/Deputymon_dorulu_cannon_starmons.png/120px-Deputymon_dorulu_cannon_starmons.png
935;Rhino Kabuterimon;https://wikimon.net/images/thumb/9/92/Rhinokabuterimon.jpg/120px-Rhinokabuterimon.jpg
936;Rhinomon;https://wikimon.net/images/thumb/4/4b/Rhinomon.jpg/120px-Rhinomon.jpg
937;Rhinomon X-Antibody;https://wikimon.net/images/thumb/3/34/Rhinomon_X.jpg/120px-Rhinomon_X.jpg
938;Rize Greymon;https://wikimon.net/images/thumb/9/91/Rizegreymon.jpg/120px-Rizegreymon.jpg
939;Rook Chessmon (Black);https://wikimon.net/images/thumb/1/1f/Rookchessmon.jpg/120px-Rookchessmon.jpg
940;Rook Chessmon (White);https://wikimon.net/images/thumb/6/61/Digimon_noimage.jpg/120px-Digimon_noimage.jpg
941;Rosemon;https://wikimon.net/images/thumb/b/bb/Rosemon.jpg/120px-Rosemon.jpg
942;Rosemon X-Antibody;https://wikimon.net/images/thumb/2/29/Rosemon_X.jpg/120px-Rosemon_X.jpg
943;Rosemon: Burst Mode;https://wikimon.net/images/thumb/0/02/Rosemon_burst.jpg/120px-Rosemon_burst.jpg
944;Rukamon;https://wikimon.net/images/thumb/0/08/Rukamon.jpg/120px-Rukamon.jpg
945;Rust Tyranomon;https://wikimon.net/images/thumb/9/9d/Rusttyranomon.jpg/120px-Rusttyranomon.jpg
946;Ryudamon;https://wikimon.net/images/thumb/a/a4/Ryudamon.jpg/120px-Ryudamon.jpg
947;Saber Leomon;https://wikimon.net/images/thumb/e/e2/Saberleomon.jpg/120px-Saberleomon.jpg
948;Saberdramon;https://wikimon.net/images/thumb/c/c2/Saberdramon.jpg/120px-Saberdramon.jpg
949;Sagittarimon;https://wikimon.net/images/thumb/a/a3/Sagittarimon.jpg/120px-Sagittarimon.jpg
950;Sagomon;https://wikimon.net/images/thumb/c/cb/Sagomon.jpg/120px-Sagomon.jpg
951;Saint Galgomon;https://wikimon.net/images/thumb/2/24/Saintgalgomon2.jpg/120px-Saintgalgomon2.jpg
952;Sakumon;https://wikimon.net/images/thumb/4/48/Sakumon.jpg/120px-Sakumon.jpg
953;Sakuteki Monitamon;https://wikimon.net/images/8/89/Sakutekimonitamon.png
954;Sakuttomon;https://wikimon.net/images/thumb/4/46/Sakuttomon.jpg/120px-Sakuttomon.jpg
955;Sakuyamon;https://wikimon.net/images/thumb/a/a7/Sakuyamon.jpg/120px-Sakuyamon.jpg
956;Sakuyamon: Miko Mode;https://wikimon.net/images/thumb/c/c1/Sakuyamon_miko.jpg/120px-Sakuyamon_miko.jpg
957;Sakuyamon X-Antibody;https://wikimon.net/images/thumb/6/61/Sakuyamonx.jpg/120px-Sakuyamonx.jpg
958;Salamandamon;https://wikimon.net/images/thumb/6/67/Salamandamon.jpg/120px-Salamandamon.jpg
959;Sand Yanmamon;https://wikimon.net/images/thumb/7/77/Sandyanmamon.jpg/120px-Sandyanmamon.jpg
960;Sandiramon;https://wikimon.net/images/thumb/3/3d/Sandiramon.jpg/120px-Sandiramon.jpg
961;Sangloupmon;https://wikimon.net/images/thumb/1/14/Sangloupmon.jpg/120px-Sangloupmon.jpg
962;Santa Agumon;https://wikimon.net/images/c/c3/Santaagumon_vpet_dw.gif
963;Sanzomon;https://wikimon.net/images/thumb/b/bd/Sanzomon.jpg/120px-Sanzomon.jpg
964;Savior Hackmon;https://wikimon.net/images/thumb/c/c1/Saviorhuckmon.jpg/120px-Saviorhuckmon.jpg
965;Scorpiomon;https://wikimon.net/images/thumb/c/c4/Scorpiomon.jpg/120px-Scorpiomon.jpg
966;Scud Missimon;https://wikimon.net/images/thumb/1/14/Scudissimon.jpg/120px-Scudissimon.jpg
967;Scumon;https://wikimon.net/images/thumb/0/07/Scumon.jpg/120px-Scumon.jpg
968;Scumon Daiou;https://wikimon.net/images/thumb/9/99/Sukamondaiou.png/120px-Sukamondaiou.png
969;Seadramon;https://wikimon.net/images/thumb/4/49/Seadramon.jpg/120px-Seadramon.jpg
970;Seadramon X-Antibody;https://wikimon.net/images/thumb/0/00/Seadramonx.jpg/120px-Seadramonx.jpg
971;Seahomon;https://wikimon.net/images/thumb/6/67/Seahomon.jpg/120px-Seahomon.jpg
972;Sealsdramon;https://wikimon.net/images/thumb/f/f5/Sealsdramon.jpg/120px-Sealsdramon.jpg
973;Searchmon;https://wikimon.net/images/thumb/1/16/Searchmon.jpg/120px-Searchmon.jpg
974;Sephirothmon;https://wikimon.net/images/thumb/c/ce/Sephirothmon2.jpg/120px-Sephirothmon2.jpg
975;Sepikmon;https://wikimon.net/images/thumb/5/5f/Sepikmon.jpg/120px-Sepikmon.jpg
976;Seraphimon;https://wikimon.net/images/thumb/7/75/Seraphimon.jpg/120px-Seraphimon.jpg
977;Sethmon;https://wikimon.net/images/thumb/d/da/Sethmon.jpg/120px-Sethmon.jpg
978;Sethmon Wild Mode;https://wikimon.net/images/thumb/e/e4/Setmon_wild.png/120px-Setmon_wild.png
979;Shademon;https://wikimon.net/images/thumb/1/11/Shademon.jpg/120px-Shademon.jpg
980;Shadramon;https://wikimon.net/images/thumb/0/0a/Shadramon.jpg/120px-Shadramon.jpg
981;Shakamon;https://wikimon.net/images/thumb/c/c0/Shakamon.jpg/120px-Shakamon.jpg
982;Shakkoumon;https://wikimon.net/images/thumb/1/1e/Shakkoumon.jpg/120px-Shakkoumon.jpg
983;Shakomon;https://wikimon.net/images/thumb/f/f2/Shakomon.jpg/120px-Shakomon.jpg
984;Shakomon X-Antibody;https://wikimon.net/images/thumb/0/0a/Shakomonx.jpg/120px-Shakomonx.jpg
985;Shamamon;https://wikimon.net/images/thumb/1/12/Shamamon.jpg/120px-Shamamon.jpg
986;Shawujinmon;https://wikimon.net/images/thumb/2/2c/Shawujinmon.jpg/120px-Shawujinmon.jpg
